PWS ID,PWS Name,Primacy Agency,Population Served,Violation Type,Compliance Period Begin Date,Compliance Status
NY1311780,JAMES BAIRD STATE PARK,New York,39,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
NY1314504,PAWLING WD #2,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY1316148,CORNERSTONE OF RHINEBECK,New York,114,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY1316148,CORNERSTONE OF RHINEBECK,New York,114,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY1321696,HARNEY TEA CO,New York,118,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY1321696,HARNEY TEA CO,New York,118,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY1322609,TOPS MARKETS #531,New York,161,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY1322661,WU LAKEVIEW CHATEAU,New York,26,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
NY1322847,TACONIC PLAZA,New York,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY1322847,TACONIC PLAZA,New York,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY1323016,"CABLEVISION , TOWN OF WAPPINGER",New York,145,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
NY1330011,ARCHWAY PLAZA,New York,234,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY1330021,BIRCH HILL WATER,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY1330021,BIRCH HILL WATER,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY1330108,COVERED BRIDGE WATER WORKS CORPORATION,New York,600,Initial Tap Sampling for Pb and Cu,01-JUL-2013,Returned to Compliance
NY1330108,COVERED BRIDGE WATER WORKS CORPORATION,New York,600,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
NY1330108,COVERED BRIDGE WATER WORKS CORPORATION,New York,600,Follow-up Or Routine LCR Tap M/R,01-JUL-2012,Returned to Compliance
NY1330108,COVERED BRIDGE WATER WORKS CORPORATION,New York,600,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY1330108,COVERED BRIDGE WATER WORKS CORPORATION,New York,600,Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Returned to Compliance
NY1330108,COVERED BRIDGE WATER WORKS CORPORATION,New York,600,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY1330108,COVERED BRIDGE WATER WORKS CORPORATION,New York,600,Follow-up Or Routine LCR Tap M/R,01-JUL-2010,Returned to Compliance
NY1330130,"EAST FISHKILL REALTY, LLC",New York,178,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY1330141,DEVON FARMS,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY1330141,DEVON FARMS,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY1330164,CRESTVIEW MANOR MOBILE HOME PARK,New York,60,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
NY1330164,CRESTVIEW MANOR MOBILE HOME PARK,New York,60,Follow-up Or Routine LCR Tap M/R,01-JUL-2012,Returned to Compliance
NY1330164,CRESTVIEW MANOR MOBILE HOME PARK,New York,60,Follow-up Or Routine LCR Tap M/R,01-JUL-2010,Returned to Compliance
NY1330171,CARY INSTITUTE OF ECOSYSTEM STUDIES,New York,55,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY1330232,FUNSHINE NURSERY SCHOOL,New York,55,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
NY1330232,FUNSHINE NURSERY SCHOOL,New York,55,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
NY1330232,FUNSHINE NURSERY SCHOOL,New York,55,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
NY1330233,WEE PLAY CHILDRENS CENTER,New York,30,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY1330288,HOPEWELL HAMLET WATER DISTRICT,New York,900,Initial Tap Sampling for Pb and Cu,01-JAN-2012,Returned to Compliance
NY1330288,HOPEWELL HAMLET WATER DISTRICT,New York,900,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
NY1330288,HOPEWELL HAMLET WATER DISTRICT,New York,900,Initial Tap Sampling for Pb and Cu,01-JAN-2011,Returned to Compliance
NY1330288,HOPEWELL HAMLET WATER DISTRICT,New York,900,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
NY1330320,LAGRANGE TOWN CENTER WATER IMPROVMENT,New York,980,Follow-up Or Routine LCR Tap M/R,01-JUN-2010,Returned to Compliance
NY1330322,CREATIVE KIDS DAYCARE,New York,64,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
NY1330454,SAGAMOR WATER CORPORATION,New York,400,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
NY1330454,SAGAMOR WATER CORPORATION,New York,400,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
NY1330464,BRIGHT HORIZONS CHILDRENS CENTER,New York,107,Initial Tap Sampling for Pb and Cu,01-JUL-2010,Returned to Compliance
NY1330485,SUMLAND OFFICE BUILDINGS,New York,50,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY1330487,BRINKERHOFF OFFICE BUILDINGS,New York,30,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Open
NY1330519,EXECUTIVE PARK OFFICE BUILDING,New York,72,Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Returned to Compliance
NY1330519,EXECUTIVE PARK OFFICE BUILDING,New York,72,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY1330519,EXECUTIVE PARK OFFICE BUILDING,New York,72,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
NY1330519,EXECUTIVE PARK OFFICE BUILDING,New York,72,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY1330614,FOUR CORNERS WATER COMPANY,New York,750,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY1330675,"NEW HORIZONS RESOURCES, INC.",New York,40,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY1400397,AKRON VILLAGE,New York,"3,100",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY1400398,ALDEN VILLAGE,New York,"2,666",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY1400411,ANGOLA VILLAGE,New York,"4,050",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY1400423,CHAFFEE WATER CO,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY1400433,EAST AURORA VILLAGE,New York,"6,610",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
NY1400445,ECWA EVANS,New York,"12,417",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY1400447,EVANS WATER DISTRICT,New York,160,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY1400448,FARNHAM VILLAGE,New York,404,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY1400516,LAWTONS WATER CO,New York,95,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY1400516,LAWTONS WATER CO,New York,95,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY1400516,LAWTONS WATER CO,New York,95,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY1400516,LAWTONS WATER CO,New York,95,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY1400541,ECWA WILLIAMSVILLE,New York,"5,573",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY1402933,VILLAGER APARTMENTS,New York,40,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY1403740,E.I. DUPONT (YERKES PLANT),New York,700,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY1418680,WALES ELEMENTARY SCHOOL,New York,250,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY1419231,HOLLAND HILLS APARTMENTS,New York,50,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY1430017,CRANERIDGE WATER SUPPLY,New York,360,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY1450017,"BRANT, TOWN OF",New York,465,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY1500281,KEENE WD,New York,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY1500282,KEENE VALLEY WD,New York,450,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY1500286,MINERVA WD,New York,800,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY1502636,NEWCOMB CENTRAL SCHOOL,New York,70,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY1510497,ADIRONDACK CORRECTIONAL FAC WS,New York,"2,400",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY1600355,THAYERS CORNERS WD,New York,160,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
NY1600356,US BORDER PATROL STATION,New York,50,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY1602611,SALMON RIVER CENTRAL SCHOOL,New York,"1,600",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY1606312,BIRCHWOOD ACRES,New York,40,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY1800551,OAKFIELD VILLAGE,New York,"1,953",Initial Tap Sampling for Pb and Cu,01-OCT-2011,Returned to Compliance
NY1819060,GODFREYS POND,New York,40,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY1819060,GODFREYS POND,New York,40,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY1900024,ATHENS VILLAGE,New York,"1,850",Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY1913369,"DESANTIS ENTERPRISES, INC.",New York,23,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Returned to Compliance
NY1921452,QUADS AT WINDHAM,New York,166,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY1921944,WINDHAM RIDGE,New York,456,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY1930097,ASHLAND WATER DISTRICT,New York,90,Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Returned to Compliance
NY1930099,GRAPEVILLE CHRISTIAN SCHOOL,New York,88,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
NY2022252,ROCKY POINT HOMEOWNERS ASSN,New York,80,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY2102311,NEWPORT VILLAGE,New York,740,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Open
NY2102313,POLAND VILLAGE,New York,463,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY2108817,HOLIDAY SHORES ESTATES,New York,125,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Open
NY2108817,HOLIDAY SHORES ESTATES,New York,125,Follow-up Or Routine LCR Tap M/R,01-JUL-2012,Open
NY2230007,CREDO COMMUNITY CENTER,New York,45,Initial Tap Sampling for Pb and Cu,01-JAN-2010,Returned to Compliance
NY2230007,CREDO COMMUNITY CENTER,New York,45,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY2230007,CREDO COMMUNITY CENTER,New York,45,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY2230089,JEFFERSON CONCRETE,New York,50,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY2230123,NORTHERN LIGHTS CHRISTIAN SCHOOL,New York,45,Initial Tap Sampling for Pb and Cu,01-JAN-2014,Returned to Compliance
NY2230123,NORTHERN LIGHTS CHRISTIAN SCHOOL,New York,45,Initial Tap Sampling for Pb and Cu,01-JUL-2012,Returned to Compliance
NY2230123,NORTHERN LIGHTS CHRISTIAN SCHOOL,New York,45,Initial Tap Sampling for Pb and Cu,01-JUL-2011,Returned to Compliance
NY2402369,TURIN VILLAGE,New York,350,Follow-up Or Routine LCR Tap M/R,01-JUL-2010,Returned to Compliance
NY2402985,WEST LEYDEN ELEMENTARY SCHOOL,New York,250,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY2500804,VALLEY VIEW MOBILE HOME PARK,New York,90,Follow-up Or Routine LCR Tap M/R,30-SEP-2014,Returned to Compliance
NY2500945,ALPINE MANOR HOME FOR ADULTS,New York,36,Follow-up Or Routine LCR Tap M/R,01-APR-2010,Returned to Compliance
NY2502551,KESHEQUA ELEMENTARY SCHOOL,New York,700,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY2600974,VALLEY VIEW MOBILE HOME PARK - MADISON C,New York,30,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
NY2800138,FONDA (V) WATER WORKS,New York,"1,080",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY2822405,AMSTERDAM SHOPPING CENTER,New York,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
NY3201454,COVEWOOD MOBILE HOME PARK,New York,75,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY3201466,WADDINGTON ESTATES MHP (GU),New York,60,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3201466,WADDINGTON ESTATES MHP (GU),New York,60,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY3201483,YERKIES MOBILE MANOR,New York,50,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY3300989,MOBILE MANOR MOBILE HOME PARK,New York,58,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Open
NY3300989,MOBILE MANOR MOBILE HOME PARK,New York,58,Follow-up Or Routine LCR Tap M/R,01-JUL-2013,Open
NY3300989,MOBILE MANOR MOBILE HOME PARK,New York,58,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY3300989,MOBILE MANOR MOBILE HOME PARK,New York,58,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
NY3304320,LYSANDER TOWN,New York,"1,200",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY3318538,FESTIVAL GARDEN APARTMENTS,New York,72,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3319652,BALDWINSVILLE CHRISTIAN ACADEMY,New York,82,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY3321981,APPLE RIDGE APARTMENTS EAST,New York,44,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3322466,APPLE RIDGE APARTMENTS WEST,New York,75,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3401161,NAPLES VILLAGE,New York,"1,100",Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Open
NY3401161,NAPLES VILLAGE,New York,"1,100",Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
NY3401178,SENECA TOWN WD,New York,"2,625",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY3404514,GENEVA WD #2 CSA,New York,"2,680",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY3501323,MT. ORANGE TRAILER PARK,New York,65,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3503040,GOSHEN RESIDENTIAL CENTER,New York,192,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY3503540,MONROE WD #14 (ORCHARD HILL ESTATES),New York,196,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
NY3503540,MONROE WD #14 (ORCHARD HILL ESTATES),New York,196,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
NY3503547,WOODLAND DRIVE HOMEOWNERS ASSO,New York,43,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3503555,SCOTCHTOWN PARK,New York,180,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY3503565,RURAL ATLANTIC WATER CO.,New York,74,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY3503565,RURAL ATLANTIC WATER CO.,New York,74,Follow-up Or Routine LCR Tap M/R,01-JUL-2013,Returned to Compliance
NY3503565,RURAL ATLANTIC WATER CO.,New York,74,Follow-up Or Routine LCR Tap M/R,01-JUL-2010,Returned to Compliance
NY3503568,DENTON HILLS WATER DISTRICT,New York,130,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY3503573,WOODBURY CONS. W.D.,New York,"10,741",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3503574,RURAL RIDGE WATER DIST.,New York,326,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3503585,LORELEI WATER SUPPLY,New York,184,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Open
NY3503585,LORELEI WATER SUPPLY,New York,184,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3503588,ARLUCK WATER DISTRICT,New York,118,Follow-up Or Routine LCR Tap M/R,01-JAN-2016,Returned to Compliance
NY3503588,ARLUCK WATER DISTRICT,New York,118,Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Returned to Compliance
NY3503588,ARLUCK WATER DISTRICT,New York,118,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY3503591,BLOOMING GROVE WD #5-MT. VIEW,New York,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3503591,BLOOMING GROVE WD #5-MT. VIEW,New York,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
NY3503595,BLOOMING GROVE WD #3-TOMAHAWK,New York,208,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3503596,MOUNTAIN LODGE PARK DEVELOPMEN,New York,488,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY3503600,SCOTT ACRES,New York,121,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Open
NY3503600,SCOTT ACRES,New York,121,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
NY3503602,BELLVALE PARK W.D.,New York,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Open
NY3503614,STONE HEDGE,New York,132,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY3503614,STONE HEDGE,New York,132,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3503620,BLOOMING GROVE WD #2-OXFORD HE,New York,131,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3503621,"PAINTED APRON WATER CO, T.O.",New York,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY3503621,"PAINTED APRON WATER CO, T.O.",New York,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3503621,"PAINTED APRON WATER CO, T.O.",New York,150,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY3503625,BLOOMING GROVE WD #4-TAPPAN HO,New York,550,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3503626,RIDGEBURY LAKE ACRES,New York,250,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY3505663,WICKHAM VILLAGE,New York,"1,147",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3510480,MONTGOMERY NURSING HOME,New York,215,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3510560,TUXEDO HEIGHTS CONDO ASSOC.,New York,300,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY3510641,SOUTH BLOOMING GROVE VILLAGE WD 1,New York,"3,000",Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY3510641,SOUTH BLOOMING GROVE VILLAGE WD 1,New York,"3,000",Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY3510681,SLEEPY HOLLOW MOBILE PARK,New York,400,Follow-up Or Routine LCR Tap M/R,30-SEP-2010,Open
NY3510766,ROCK TERRACE TRAILER PARK,New York,130,Follow-up Or Routine LCR Tap M/R,01-JUL-2013,Open
NY3517035,MONTGOMERY PLAZA,New York,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3517042,"KC ENGINEERING AND LAND SURVEYING, PC",New York,30,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3517120,MILMAR FOOD GROUP,New York,180,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3517527,FEDERAL CORRECTIONAL INST.,New York,"1,550",Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3519541,HEATHERS CHILDS PLACE,New York,70,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
NY3521634,CHAPEL FIELD CHRISTIAN HIGH,New York,90,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Returned to Compliance
NY3530026,BNAI YOEL NEW BOYS SCHOOL,New York,350,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3530026,BNAI YOEL NEW BOYS SCHOOL,New York,350,Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
NY3530026,BNAI YOEL NEW BOYS SCHOOL,New York,350,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY3530026,BNAI YOEL NEW BOYS SCHOOL,New York,350,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3530051,LAKEWOOD ESTATES,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY3530051,LAKEWOOD ESTATES,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3530051,LAKEWOOD ESTATES,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY3530211,RHYTHM & RHYME CHILDCARE CENTER,New York,87,Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Open
NY3530211,RHYTHM & RHYME CHILDCARE CENTER,New York,87,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
NY3530230,STAR WAREHOUSE,New York,56,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Open
NY3530230,STAR WAREHOUSE,New York,56,Follow-up Or Routine LCR Tap M/R,01-JUL-2013,Returned to Compliance
NY3530230,STAR WAREHOUSE,New York,56,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
NY3530230,STAR WAREHOUSE,New York,56,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY3530230,STAR WAREHOUSE,New York,56,Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Returned to Compliance
NY3530230,STAR WAREHOUSE,New York,56,Follow-up Or Routine LCR Tap M/R,01-JAN-2011,Returned to Compliance
NY3530230,STAR WAREHOUSE,New York,56,Follow-up Or Routine LCR Tap M/R,01-JUL-2010,Returned to Compliance
NY3530230,STAR WAREHOUSE,New York,56,Follow-up Or Routine LCR Tap M/R,01-JAN-2010,Returned to Compliance
NY3530232,"U.S.M.A. - TMP AREA ""V""",New York,140,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Returned to Compliance
NY3530243,MIDDLETOWN NISSAN,New York,55,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3530243,MIDDLETOWN NISSAN,New York,55,Follow-up Or Routine LCR Tap M/R,01-JUL-2012,Open
NY3530243,MIDDLETOWN NISSAN,New York,55,Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Returned to Compliance
NY3530262,THE HUB,New York,530,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY3530262,THE HUB,New York,530,Follow-up Or Routine LCR Tap M/R,01-JUL-2013,Returned to Compliance
NY3530273,SHERI TORAH GIRLS SCHOOL (GLENWOOD),New York,"1,000",Follow-up Or Routine LCR Tap M/R,01-JUL-2015,Open
NY3630023,CLARENDON TOWN WDS,New York,"2,482",Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY3704359,MEXICO VILLAGE,New York,"1,600",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
NY3704363,PHOENIX VILLAGE,New York,"2,138",Follow-up Or Routine LCR Tap M/R,01-OCT-2014,Open
NY3718724,THREE RIVERS PLAZA,New York,25,Follow-up Or Routine LCR Tap M/R,01-OCT-2012,Returned to Compliance
NY3730037,SCRIBA WD (OSWEGO),New York,"9,044",Follow-up Or Routine LCR Tap M/R,01-JUN-2010,Returned to Compliance
NY3730182,MEXICO TOWN WD #1,New York,500,Follow-up Or Routine LCR Tap M/R,01-OCT-2015,Open
NY3730182,MEXICO TOWN WD #1,New York,500,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
NY3800158,UNADILLA VILLAGE,New York,"1,128",Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Returned to Compliance
NY3800159,WELLS BRIDGE WATER ASSOC.,New York,85,Follow-up Or Routine LCR Tap M/R,01-JUL-2014,Returned to Compliance
NY3800159,WELLS BRIDGE WATER ASSOC.,New York,85,Follow-up Or Routine LCR Tap M/R,01-JAN-2012,Open
NY3800159,WELLS BRIDGE WATER ASSOC.,New York,85,Follow-up Or Routine LCR Tap M/R,01-JUL-2011,Open
NY3800160,WORCESTER WD #2 - WORCESTER,New York,656,Follow-up Or Routine LCR Tap M/R,01-JAN-2013,Returned to Compliance
NY3821435,MILL CREEK ESTATES MHP,New York,100,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Open
NY3822721,MEADOW CREST MOBILE HOME PARK,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2013,Returned to Compliance
NY3822721,MEADOW CREST MOBILE HOME PARK,New York,200,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
NY3830016,PRICE CHOPPER PLAZA,New York,300,Follow-up Or Routine LCR Tap M/R,01-JAN-2014,Returned to Compliance
NY3830075,HOME DEPOT-ONEONTA,New York,355,Follow-up Or Routine LCR Tap M/R,01-OCT-2011,Open
NY3902025,HIPOTRONICS 2,New York,50,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY3905893,HIPOTRONICS 1,New York,50,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY3919736,NEMAREST CLUB,New York,70,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY3920281,HILLTOP MEADOWS WATER SUPPLY,New York,196,Follow-up Or Routine LCR Tap M/R,01-OCT-2010,Returned to Compliance
NY4100050,TROY CITY PWS,New York,"49,170",Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
NY4100050,TROY CITY PWS,New York,"49,170",Follow-up Or Routine LCR Tap M/R,01-JAN-2015,Returned to Compliance
